x,y
0.0,2.1676008346328772
0.10101010101010101,-1.172535152506057
0.20202020202020202,3.5860269784388565
0.30303030303030304,2.320324028698677
0.40404040404040403,3.17468642176565
0.5050505050505051,2.5543237070156892
0.6060606060606061,1.3586300202272874
0.7070707070707071,1.934609992217886
0.8080808080808081,2.6625169154411603
0.9090909090909091,2.8670145107496245
1.0101010101010102,3.9122721229563706
1.1111111111111112,3.6298801739763924
1.2121212121212122,4.140264601354315
1.3131313131313131,3.0688288317993084
1.4141414141414141,3.6909778000963107
1.5151515151515151,3.4137841954594426
1.6161616161616161,3.6762041831514067
1.7171717171717171,5.801412715641634
1.8181818181818181,6.23306343541848
1.9191919191919191,5.8455292275776065
2.0202020202020203,3.9217179249637124
2.121212121212121,5.175444637143099
2.2222222222222223,5.0366923573199776
2.323232323232323,5.198258614476087
2.4242424242424243,5.551291018355849
2.525252525252525,3.3778491756528917
2.6262626262626263,4.668420250761715
2.727272727272727,5.977703638746106
2.8282828282828283,8.303245833628372
2.929292929292929,6.081154019204163
3.0303030303030303,6.870872554325063
3.131313131313131,7.637743042587595
3.2323232323232323,4.175088123718675
3.3333333333333335,7.312308649946762
3.4343434343434343,8.535423983190103
3.5353535353535355,8.1767526833173
3.6363636363636362,8.156712405011685
3.7373737373737375,8.784391427384001
3.8383838383838382,9.333688539397246
3.9393939393939394,9.532822423607682
4.040404040404041,8.890228740793287
4.141414141414141,10.06658902186293
4.242424242424242,8.547437514142322
4.343434343434343,10.905057038885325
4.444444444444445,11.225562351930723
4.545454545454545,8.765661290955862
4.646464646464646,11.340315176105033
4.747474747474747,10.355956389075427
4.848484848484849,9.109700104000536
4.94949494949495,12.207532287696568
5.05050505050505,10.101632834445823
5.151515151515151,11.000680127733583
5.252525252525253,10.655767136287803
5.353535353535354,10.808188072626121
5.454545454545454,11.55487208611914
5.555555555555555,13.906189115449816
5.656565656565657,13.066030562942336
5.757575757575758,13.795638009411837
5.858585858585858,12.62916077447918
5.959595959595959,14.226176805150082
6.0606060606060606,14.022900953925575
6.161616161616162,12.660228572499527
6.262626262626262,13.87544144242928
6.363636363636363,12.343080227972587
6.4646464646464645,11.905115644158414
6.565656565656566,13.468705655582083
6.666666666666667,15.724410126841502
6.767676767676767,14.296753735460802
6.8686868686868685,13.984743765378411
6.96969696969697,13.92453799796869
7.070707070707071,15.154265364399128
7.171717171717171,13.72161777923639
7.2727272727272725,15.541330986377853
7.373737373737374,14.890671226495877
7.474747474747475,15.45160439996903
7.575757575757575,17.139264309729068
7.6767676767676765,17.358768881801947
7.777777777777778,16.224697527541668
7.878787878787879,17.407941909934927
7.979797979797979,16.317377907354214
8.080808080808081,17.005680677896947
8.181818181818182,18.311913062905695
8.282828282828282,17.475867972657618
8.383838383838384,16.89225075659537
8.484848484848484,18.031488571009643
8.585858585858587,18.174702836993543
8.686868686868687,18.26886769933324
8.787878787878787,17.447970582778474
8.88888888888889,19.694860758669396
8.98989898989899,18.41580589783132
9.09090909090909,18.207774610540742
9.191919191919192,20.38894500533099
9.292929292929292,21.303038057462825
9.393939393939394,18.750272552791685
9.494949494949495,19.948179178777814
9.595959595959595,19.715242188292965
9.696969696969697,21.151630697040314
9.797979797979798,20.766570425495022
9.8989898989899,21.788241329181126
10.0,21.036912521419517
6.694408548249077,90.2663841441424
5.068616499895818,74.60773561841064
2.923960370362696,99.00224543398137
4.4707191649159475,52.36294968239144
2.3891722673940086,65.9919488616225
10.1,250.151631998040314
